seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	113494087	113494191	105	*	X03404	1840	113495662	113535833	40172	+	1470	upstream	1470	DTX1
chr12	113494657	113494686	30	*	X03405	1840	113495662	113535833	40172	+	975	upstream	975	DTX1
chr12	113910685	113910834	150	*	X03415	64211	113900694	113909877	9184	-	807	upstream	807	LHX5
chr12	115123184	115123498	315	*	X03457	6926	115108059	115121969	13911	-	1214	upstream	1214	TBX3
chr12	115123662	115123766	105	*	X03458	6926	115108059	115121969	13911	-	1692	upstream	1692	TBX3
chr12	117319332	117319426	95	*	X03477	8739	117298225	117319232	21008	-	99	upstream	99	HRK
chr12	117321227	117321316	90	*	X03478	8739	117298225	117319232	21008	-	1994	upstream	1994	HRK
chr12	119418524	119418688	165	*	X03484	84530	119419300	119600856	181557	+	611	upstream	611	SRRM4
chr12	119418820	119418862	43	*	X03485	84530	119419300	119600856	181557	+	437	upstream	437	SRRM4
chr12	119772321	119772393	73	*	X03486	160777	119772517	119978852	206336	+	123	upstream	123	CCDC60
chr12	119772507	119772545	39	*	X03487	160777	119772517	119978852	206336	+	0	overlapStart	0	CCDC60
chr12	120031047	120031106	60	*	X03491	387890	120031264	120079363	48100	+	157	upstream	157	TMEM233
chr12	120807317	120807569	253	*	X03493	4440	120779133	120806983	27851	-	333	upstream	333	MSI1
chr12	120807735	120808094	360	*	X03494	4440	120779133	120806983	27851	-	751	upstream	751	MSI1
chr12	120808275	120808364	90	*	X03495	4440	120779133	120806983	27851	-	1291	upstream	1291	MSI1
chr12	120808410	120808574	165	*	X03496	4440	120779133	120806983	27851	-	1426	upstream	1426	MSI1
chr12	120808660	120808739	80	*	X03497	4440	120779133	120806983	27851	-	1676	upstream	1676	MSI1
chr12	122688254	122688256	3	*	X03499	79369	122688228	122692084	3857	+	0	inside	25	B3GNT4
chr12	123635152	123635174	23	*	X03508	57605	123468027	123635285	167259	-	0	inside	110	PITPNM2
chr12	128750213	128750392	180	*	X03525	92293	128751948	129192460	440513	+	1555	upstream	1555	TMEM132C
chr12	128750835	128750939	105	*	X03526	92293	128751948	129192460	440513	+	1008	upstream	1008	TMEM132C
chr12	128751630	128751656	27	*	X03527	92293	128751948	129192460	440513	+	291	upstream	291	TMEM132C
chr12	128752095	128752297	203	*	X03528	92293	128751948	129192460	440513	+	0	inside	146	TMEM132C
chr12	130526998	130527177	180	*	X03534	100190940	130518357	130526887	8531	-	110	upstream	110	LINC02418
chr12	130645758	130645877	120	*	X03538	11211	130647004	130650285	3282	+	1126	upstream	1126	FZD10
chr12	130645910	130645999	90	*	X03539	11211	130647004	130650285	3282	+	1004	upstream	1004	FZD10
chr12	131200986	131200994	9	*	X03543	23504	130880681	131200826	320146	-	159	upstream	159	RIMBP2
chr12	131201497	131201579	83	*	X03544	23504	130880681	131200826	320146	-	670	upstream	670	RIMBP2
chr12	133066116	133066175	60	*	X03591	57666	133067157	133161773	94617	+	981	upstream	981	FBRSL1
chr12	133187812	133187976	165	*	X03618	100507055	133179736	133187037	7302	-	774	upstream	774	LRCOL1
chr12	133188037	133188291	255	*	X03619	100507055	133179736	133187037	7302	-	999	upstream	999	LRCOL1
chr12	133188817	133188936	120	*	X03620	100507055	133179736	133187037	7302	-	1779	upstream	1779	LRCOL1
chr12	133194577	133194696	120	*	X03621	22953	133195403	133198972	3570	+	706	upstream	706	P2RX2
chr12	133194757	133194846	90	*	X03622	22953	133195403	133198972	3570	+	556	upstream	556	P2RX2
chr12	133195006	133195095	90	*	X03623	22953	133195403	133198972	3570	+	307	upstream	307	P2RX2
chr12	133265684	133265843	160	*	X03627	5426	133200348	133263945	63598	-	1738	upstream	1738	POLE
chr13	20767653	20767757	105	*	X03631	2706	20761604	20767114	5511	-	538	upstream	538	GJB2
chr13	20767833	20767952	120	*	X03632	2706	20761604	20767114	5511	-	718	upstream	718	GJB2
chr13	20768240	20768342	103	*	X03633	2706	20761604	20767114	5511	-	1125	upstream	1125	GJB2
chr13	20768763	20768794	32	*	X03634	2706	20761604	20767114	5511	-	1648	upstream	1648	GJB2
chr13	20768845	20768882	38	*	X03635	2706	20761604	20767114	5511	-	1730	upstream	1730	GJB2
chr13	21100055	21100258	204	*	X03643	51084	20977806	21100012	122207	-	42	upstream	42	CRYL1
chr13	21101354	21101443	90	*	X03644	51084	20977806	21100012	122207	-	1341	upstream	1341	CRYL1
chr13	25945875	25946099	225	*	X03669	51761	25946209	26595420	649212	+	109	upstream	109	ATP8A2
chr13	25946420	25946539	120	*	X03670	51761	25946209	26595420	649212	+	0	inside	210	ATP8A2
chr13	27334655	27334789	135	*	X03673	2835	27329339	27334922	5584	-	0	inside	132	GPR12
chr13	28364822	28364851	30	*	X03677	219409	28366780	28368089	1310	+	1928	upstream	1928	GSX1
chr13	28364942	28365046	105	*	X03678	219409	28366780	28368089	1310	+	1733	upstream	1733	GSX1
chr13	28366393	28366497	105	*	X03679	219409	28366780	28368089	1310	+	282	upstream	282	GSX1
chr13	28492119	28492268	150	*	X03686	3651	28494168	28500451	6284	+	1899	upstream	1899	PDX1
chr13	28543242	28543361	120	*	X03694	1045	28536205	28543505	7301	-	0	inside	143	CDX2
chr13	28545324	28545443	120	*	X03695	1045	28536205	28543505	7301	-	1818	upstream	1818	CDX2
chr13	28674509	28674665	157	*	X03697	2322	28577411	28674729	97319	-	0	inside	63	FLT3
chr13	32420155	32420168	14	*	X03702	196549	32420920	32533721	112802	+	751	upstream	751	EEF1DP3
chr13	36705550	36705647	98	*	X03708	9201	36342789	36705514	362726	-	35	upstream	35	DCLK1
chr13	37005449	37005613	165	*	X03709	8900	37005657	37017019	11363	+	43	upstream	43	CCNA1
chr13	37247791	37247910	120	*	X03713	400120	37248049	37271975	23927	+	138	upstream	138	SERTM1
chr13	37494598	37494654	57	*	X03714	4093	37418968	37494409	75442	-	188	upstream	188	SMAD9
chr13	40177459	40177578	120	*	X03718	10186	39917029	40177356	260328	-	102	upstream	102	LHFPL6
chr13	40177954	40178073	120	*	X03719	10186	39917029	40177356	260328	-	597	upstream	597	LHFPL6
chr13	43566385	43566489	105	*	X03722	94240	43460524	43566407	105884	-	0	overlapStart	0	EPSTI1
chr13	44361113	44361232	120	*	X03723	55068	43787666	44361116	573451	-	0	overlapStart	0	ENOX1
chr13	44361827	44361931	105	*	X03724	55068	43787666	44361116	573451	-	710	upstream	710	ENOX1
chr13	44454441	44454560	120	*	X03725	160857	44410489	44453826	43338	-	614	upstream	614	CCDC122
chr13	47125962	47126081	120	*	X03733	23143	47127296	47327175	199880	+	1214	upstream	1214	LRCH1
chr13	53423061	53423180	120	*	X03744	5100	53418109	53422775	4667	-	285	upstream	285	PCDH8
chr13	58205049	58205153	105	*	X03749	27253	58205789	58303065	97277	+	635	upstream	635	PCDH17
chr13	70682638	70682757	120	*	X03754	57626	70274725	70682625	407901	-	12	upstream	12	KLHL1
chr13	72440876	72441100	225	*	X03758	1602	72012098	72441330	429233	-	0	inside	229	DACH1
chr13	72441161	72441280	120	*	X03759	1602	72012098	72441330	429233	-	0	inside	49	DACH1
chr13	72441551	72441670	120	*	X03760	1602	72012098	72441330	429233	-	220	upstream	220	DACH1
chr13	72443231	72443320	90	*	X03761	1602	72012098	72441330	429233	-	1900	upstream	1900	DACH1
chr13	77460669	77460908	240	*	X03772	115207	77454304	77460540	6237	-	128	upstream	128	KCTD12
chr13	79177371	79177505	135	*	X03781	5457	79173230	79177695	4466	-	0	inside	189	POU4F1
chr13	84456478	84456627	150	*	X03787	114798	84451343	84456528	5186	-	0	overlapStart	0	SLITRK1
chr13	84457948	84458052	105	*	X03788	114798	84451343	84456528	5186	-	1419	upstream	1419	SLITRK1
chr13	92050792	92050797	6	*	X03792	2262	92050935	93519487	1468553	+	137	upstream	137	GPC5
chr13	95364813	95364962	150	*	X03797	11166	95361879	95364389	2511	-	423	upstream	423	SOX21
chr13	95365736	95365870	135	*	X03798	11166	95361879	95364389	2511	-	1346	upstream	1346	SOX21
chr13	97646459	97646520	62	*	X03802	27199	97637973	97646604	8632	-	0	inside	83	OXGR1
chr13	98794170	98794274	105	*	X03804	10160	98794816	99102023	307208	+	541	upstream	541	FARP1
chr13	98794714	98794863	150	*	X03805	10160	98794816	99102023	307208	+	0	overlapStart	0	FARP1
chr13	100624807	100624941	135	*	X03813	85416	100615275	100624178	8904	-	628	upstream	628	ZIC5
chr13	101327903	101327907	5	*	X03822	84899	101256090	101327103	71014	-	799	upstream	799	TMTC4
chr13	102069379	102069483	105	*	X03825	259232	101706130	102068843	362714	-	535	upstream	535	NALCN
chr13	108519324	108519488	165	*	X03839	728215	107820879	108519460	698582	-	0	overlapStart	0	FAM155A
chr13	110959977	110960141	165	*	X03840	1282	110801310	110959496	158187	-	480	upstream	480	COL4A1
chr13	111767383	111767417	35	*	X03841	8874	111767624	111958081	190458	+	206	upstream	206	ARHGEF7
chr13	112720781	112720889	109	*	X03848	6656	112721913	112726020	4108	+	1023	upstream	1023	SOX1
chr13	112721386	112721451	66	*	X03849	6656	112721913	112726020	4108	+	461	upstream	461	SOX1
chr13	112721801	112721905	105	*	X03850	6656	112721913	112726020	4108	+	7	upstream	7	SOX1
chr13	114565833	114565892	60	*	X03876	100506394	114567150	114569805	2656	+	1257	upstream	1257	GAS6-DT
chr13	114565980	114566069	90	*	X03877	100506394	114567150	114569805	2656	+	1080	upstream	1080	GAS6-DT
chr14	24047547	24047771	225	*	X03893	84502	24037244	24048009	10766	-	0	inside	237	JPH4
chr14	24047817	24047966	150	*	X03894	84502	24037244	24048009	10766	-	0	inside	42	JPH4
chr14	24048027	24048110	84	*	X03895	84502	24037244	24048009	10766	-	17	upstream	17	JPH4
chr14	24804234	24804323	90	*	X03898	196883	24787555	24804277	16723	-	0	overlapStart	0	ADCY4
chr14	24804496	24804615	120	*	X03899	196883	24787555	24804277	16723	-	218	upstream	218	ADCY4
chr14	24805014	24805030	17	*	X03900	196883	24787555	24804277	16723	-	736	upstream	736	ADCY4
chr14	24805651	24805721	71	*	X03901	196883	24787555	24804277	16723	-	1373	upstream	1373	ADCY4
chr14	29236045	29236074	30	*	X03912	2290	29236278	29239483	3206	+	203	upstream	203	FOXG1
chr14	29236129	29236188	60	*	X03913	2290	29236278	29239483	3206	+	89	upstream	89	FOXG1
chr14	29236330	29236433	104	*	X03914	2290	29236278	29239483	3206	+	0	inside	51	FOXG1
chr14	29241912	29242001	90	*	X03916	387978	29241910	29264000	22091	+	0	inside	1	LINC01551
chr14	30397174	30397214	41	*	X03923	5587	30045687	30396899	351213	-	274	upstream	274	PRKD1
chr14	30398070	30398174	105	*	X03924	5587	30045687	30396899	351213	-	1170	upstream	1170	PRKD1
chr14	31343471	31343575	105	*	X03926	1690	31343741	31364261	20521	+	165	upstream	165	COCH
chr14	36002816	36002890	75	*	X03934	84684	36003248	36006260	3013	+	357	upstream	357	INSM2
chr14	37051797	37051810	14	*	X03958	26257	37049216	37051786	2571	-	10	upstream	10	NKX2-8
chr14	37052150	37052213	64	*	X03959	26257	37049216	37051786	2571	-	363	upstream	363	NKX2-8
chr14	42076503	42076607	105	*	X03974	145581	42076764	42373752	296989	+	156	upstream	156	LRFN5
chr14	50158546	50158546	1	*	X03980	122773	50159823	50219870	60048	+	1276	upstream	1276	KLHDC1
chr14	51338407	51338541	135	*	X03984	145447	51338878	51371688	32811	+	336	upstream	336	ABHD12B
chr14	51562943	51563107	165	*	X03988	114088	51441981	51562422	120442	-	520	upstream	520	TRIM9
chr14	54415484	54415633	150	*	X03992	100847076	54415145	54415202	58	-	281	upstream	281	MIR5580
chr14	55595670	55595774	105	*	X04001	3958	55595935	55612148	16214	+	160	upstream	160	LGALS3
chr14	57278418	57278444	27	*	X04011	100309464	57278724	57397550	118827	+	279	upstream	279	OTX2-AS1
chr14	57278418	57278444	27	*	X04011	5015	57267425	57277194	9770	-	1223	upstream	1223	OTX2
chr14	57278993	57279092	100	*	X04012	100309464	57278724	57397550	118827	+	0	inside	268	OTX2-AS1
chr14	57278993	57279092	100	*	X04012	5015	57267425	57277194	9770	-	1798	upstream	1798	OTX2
chr14	59932463	59932467	5	*	X04027	64582	59930240	59932059	1820	-	403	upstream	403	GPR135
chr14	60952340	60952819	480	*	X04031	317761	60902674	60952764	50091	-	0	overlapStart	0	C14orf39
chr14	62584359	62584438	80	*	X04041	646113	62584075	62600903	16829	+	0	inside	283	LINC00643
chr14	65346249	65346413	165	*	X04050	6710	65213001	65346601	133601	-	0	inside	187	SPTB
chr14	65802714	65802848	135	*	X04051	100616176	65801836	65801901	66	-	812	upstream	812	MIR4708
chr14	69726884	69726892	9	*	X04060	57452	69726681	69821190	94510	+	0	inside	202	GALNT16
chr14	69950229	69950318	90	*	X04066	400224	69951471	69995215	43745	+	1152	upstream	1152	PLEKHD1
chr14	70655852	70655971	120	*	X04073	6547	70510934	70655787	144854	-	64	upstream	64	SLC8A3
chr14	72397889	72397993	105	*	X04074	9628	72398817	73033238	634422	+	823	upstream	823	RGS6
chr14	73362026	73362145	120	*	X04082	8110	73086004	73360809	274806	-	1216	upstream	1216	DPF3
chr14	73703705	73703841	137	*	X04083	89932	73704205	73741347	37143	+	363	upstream	363	PAPLN
chr14	74225207	74225295	89	*	X04084	100616158	74225450	74225522	73	+	154	upstream	154	MIR4505
chr14	74254286	74254375	90	*	X04087	91748	74181825	74253896	72072	-	389	upstream	389	MIDEAS
chr14	74706180	74706284	105	*	X04088	338917	74706175	74729441	23267	+	0	inside	4	VSX2
chr14	75744210	75744314	105	*	X04098	2353	75745481	75748937	3457	+	1166	upstream	1166	FOS
chr14	77737313	77737417	105	*	X04111	58157	77731834	77737655	5822	-	0	inside	237	NGB
chr14	77737448	77737582	135	*	X04112	58157	77731834	77737655	5822	-	0	inside	72	NGB
chr14	77965275	77965379	105	*	X04114	145501	77940738	77965210	24473	-	64	upstream	64	ISM2
chr14	77966424	77966558	135	*	X04115	145501	77940738	77965210	24473	-	1213	upstream	1213	ISM2
chr14	81421659	81421778	120	*	X04120	7253	81421869	81612646	190778	+	90	upstream	90	TSHR
chr14	81421823	81421927	105	*	X04121	7253	81421869	81612646	190778	+	0	overlapStart	0	TSHR
chr14	85995932	85996156	225	*	X04123	23768	85996488	86094270	97783	+	331	upstream	331	FLRT2
chr14	88793476	88793610	135	*	X04128	54207	88646452	88793256	146805	-	219	upstream	219	KCNK10
chr14	90526841	90526945	105	*	X04130	56659	90528108	90652195	124088	+	1162	upstream	1162	KCNK13
chr14	90527729	90527848	120	*	X04131	56659	90528108	90652195	124088	+	259	upstream	259	KCNK13
chr14	90528081	90528125	45	*	X04132	56659	90528108	90652195	124088	+	0	overlapStart	0	KCNK13
chr14	90721156	90721260	105	*	X04134	5700	90722894	90738966	16073	+	1633	upstream	1633	PSMC1
chr14	92414094	92414104	11	*	X04137	10516	92335755	92414046	78292	-	47	upstream	47	FBLN5
chr14	92414304	92414423	120	*	X04138	10516	92335755	92414046	78292	-	257	upstream	257	FBLN5
chr14	92789224	92789226	3	*	X04139	123041	92788925	92967825	178901	+	0	inside	298	SLC24A4
chr14	95236868	95236949	82	*	X04146	145258	95234560	95236499	1940	-	368	upstream	368	GSC
chr14	96341986	96342105	120	*	X04157	100507043	96343109	96391908	48800	+	1003	upstream	1003	TUNAR
chr14	96342324	96342477	154	*	X04158	100507043	96343109	96391908	48800	+	631	upstream	631	TUNAR
chr14	96504260	96504514	255	*	X04159	56967	96505661	96560226	54566	+	1146	upstream	1146	C14orf132
chr14	96505515	96505627	113	*	X04160	56967	96505661	96560226	54566	+	33	upstream	33	C14orf132
chr14	96505845	96505904	60	*	X04161	56967	96505661	96560226	54566	+	0	inside	183	C14orf132
chr14	96671358	96671463	106	*	X04165	624	96671135	96710666	39532	+	0	inside	222	BDKRB2
chr14	96858047	96858072	26	*	X04166	122481	96858448	96955764	97317	+	375	upstream	375	AK7
chr14	100072190	100072339	150	*	X04171	317762	99977603	100070727	93125	-	1462	upstream	1462	CCDC85C
chr14	100111009	100111070	62	*	X04172	84439	100111480	100143011	31532	+	409	upstream	409	HHIPL1
chr14	100437582	100437613	32	*	X04173	51466	100438151	100610573	172423	+	537	upstream	537	EVL
chr14	100625986	100626033	48	*	X04176	123099	100612753	100626012	13260	-	0	overlapStart	0	DEGS2
chr14	100626136	100626313	178	*	X04177	123099	100612753	100626012	13260	-	123	upstream	123	DEGS2
chr14	101036127	101036231	105	*	X04185	57596	101003484	101036131	32648	-	0	overlapStart	0	BEGAIN
chr14	101191881	101191948	68	*	X04190	8788	101193202	101201467	8266	+	1253	upstream	1253	DLK1
chr14	101192428	101192637	210	*	X04191	8788	101193202	101201467	8266	+	564	upstream	564	DLK1
chr14	101192728	101192832	105	*	X04192	8788	101193202	101201467	8266	+	369	upstream	369	DLK1
chr14	101193118	101193137	20	*	X04193	8788	101193202	101201467	8266	+	64	upstream	64	DLK1
chr14	103389002	103389007	6	*	X04213	81693	103388993	103397179	8187	+	0	inside	8	AMN
chr14	103389173	103389260	88	*	X04214	81693	103388993	103397179	8187	+	0	inside	179	AMN
chr14	103655859	103656008	150	*	X04224	100131366	103653558	103655365	1808	-	493	upstream	493	LINC00605
chr14	103656249	103656413	165	*	X04225	100131366	103653558	103655365	1808	-	883	upstream	883	LINC00605
chr14	104582855	104582989	135	*	X04228	406986	104583742	104583851	110	+	752	upstream	752	MIR203A
chr14	104584415	104584489	75	*	X04229	100616173	104583755	104583840	86	-	574	upstream	574	MIR203B
chr14	104603420	104603599	180	*	X04234	26153	104605060	104647235	42176	+	1460	upstream	1460	KIF26A
chr14	104603780	104603884	105	*	X04235	26153	104605060	104647235	42176	+	1175	upstream	1175	KIF26A
chr14	104604125	104604244	120	*	X04236	26153	104605060	104647235	42176	+	815	upstream	815	KIF26A
chr14	105070687	105070806	120	*	X04238	388021	105060420	105071097	10678	-	0	inside	290	TMEM179
chr14	105071444	105071758	315	*	X04239	388021	105060420	105071097	10678	-	346	upstream	346	TMEM179
chr14	105263861	105263980	120	*	X04241	207	105235687	105262080	26394	-	1780	upstream	1780	AKT1
chr14	105265225	105265280	56	*	X04242	100128927	105266933	105271048	4116	+	1652	upstream	1652	ZBTB42
chr14	105445539	105445973	435	*	X04254	113146	105403591	105444694	41104	-	844	upstream	844	AHNAK2
chr14	105951236	105951460	225	*	X04277	1396	105953257	105955124	1868	+	1796	upstream	1796	CRIP1
chr14	105952571	105952690	120	*	X04278	1396	105953257	105955124	1868	+	566	upstream	566	CRIP1
chr14	105953171	105953275	105	*	X04279	1396	105953257	105955124	1868	+	0	overlapStart	0	CRIP1
chr14	105954652	105954735	84	*	X04280	283643	105956192	105965585	9394	+	1456	upstream	1456	TEDC1
chr14	105955477	105955611	135	*	X04281	283643	105956192	105965585	9394	+	580	upstream	580	TEDC1
chr14	105956167	105956184	18	*	X04282	283643	105956192	105965585	9394	+	7	upstream	7	TEDC1
chr14	105955975	105956063	89	*	X04283	283643	105956192	105965585	9394	+	128	upstream	128	TEDC1
chr14	105956470	105956664	195	*	X04284	283643	105956192	105965585	9394	+	0	inside	277	TEDC1
chr14	105993243	105993525	283	*	X04285	80757	105992953	105996539	3587	+	0	inside	289	TMEM121
chr15	27216054	27216173	120	*	X04301	2567	27216429	27778373	561945	+	255	upstream	255	GABRG3
chr15	28344673	28344689	17	*	X04305	4948	28000023	28344458	344436	-	214	upstream	214	OCA2
chr15	28346147	28346226	80	*	X04306	4948	28000023	28344458	344436	-	1688	upstream	1688	OCA2
chr15	29129517	29129636	120	*	X04311	321	29131168	29410516	279349	+	1531	upstream	1531	APBA2
chr15	33602189	33602308	120	*	X04326	6263	33603177	34158303	555127	+	868	upstream	868	RYR3
chr15	33603437	33603541	105	*	X04327	6263	33603177	34158303	555127	+	0	inside	259	RYR3
chr15	34331551	34331649	99	*	X04328	57099	34158428	34331303	172876	-	247	upstream	247	AVEN
chr15	35046407	35046511	105	*	X04334	57369	35044642	35046782	2141	-	0	inside	270	GJD2
chr15	35047448	35047552	105	*	X04335	57369	35044642	35046782	2141	-	665	upstream	665	GJD2
chr15	35047913	35048017	105	*	X04336	57369	35044642	35046782	2141	-	1130	upstream	1130	GJD2
chr15	37179252	37179280	29	*	X04343	145845	37156644	37178734	22091	-	517	upstream	517	LOC145845
chr15	37179338	37179386	49	*	X04344	145845	37156644	37178734	22091	-	603	upstream	603	LOC145845
chr15	37179681	37179785	105	*	X04345	145845	37156644	37178734	22091	-	946	upstream	946	LOC145845
chr15	37180362	37180481	120	*	X04346	145845	37156644	37178734	22091	-	1627	upstream	1627	LOC145845
chr15	37180491	37180640	150	*	X04347	145845	37156644	37178734	22091	-	1756	upstream	1756	LOC145845
